BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,WARD,QUADRANT,SALEYEAR,SALEMONTH,PRICE,PROP CLASS
3,1,Hot Water Rad,Y,1,7,4,1910,>2000,1969,2081.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1620,20002.0,38.89337863,-76.98968737,Ward 6,NE,2012,8,935000.0,Middle
2,0,Hot Water Rad,N,1,5,2,1937,1971-2000,1985,1040.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,4560,20032.0,38.84621458,-77.00050329,Ward 8,SE,2002,4,148000.0,Lower
3,1,Forced Air,Y,1,6,3,2013,No Remodeling,2015,1582.0,1,3 Story,Row End,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,11,1079,20017.0,38.9271771,-76.99810324,Ward 5,NE,2013,6,808747.0,Middle
3,0,Forced Air,Y,1,7,3,1915,>2000,1986,1750.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1584,20005.0,38.91041282,-77.03106817,Ward 2,NW,2012,2,1250000.0,Upper
1,1,Hot Water Rad,Y,1,8,3,1914,>2000,1980,1104.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1650,20001.0,38.92871841,-77.01968817,Ward 1,NW,2016,1,570000.0,Middle
3,1,Forced Air,Y,1,9,4,1920,>2000,1967,2050.0,1,2 Story,Row End,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1920,20002.0,38.924703,-77.00777685,Ward 5,NE,2014,9,699900.0,Middle
2,1,Warm Cool,Y,1,8,4,1939,No Remodeling,1950,2100.0,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,6665,20015.0,38.9714728,-77.0679095,Ward 4,NW,1992,10,410000.0,Lower
2,1,Hot Water Rad,N,1,7,3,1936,No Remodeling,1950,1632.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,6875,20015.0,38.97220758,-77.06039601,Ward 4,NW,1993,2,333500.0,Lower
3,2,Hot Water Rad,Y,2,9,4,1860,>2000,1969,2588.0,1,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,2898,20003.0,38.88887237,-76.99914889,Ward 6,SE,1993,5,360000.0,Lower
3,1,Forced Air,Y,2,6,4,1925,>2000,1967,1268.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1653,20003.0,38.88390884,-76.97944722,Ward 6,SE,2017,8,832500.0,Middle
3,1,Forced Air,Y,1,10,4,1956,>2000,1978,3112.0,1,1 Story,Single,Good Quality,Good,Common Brick,Typical,Hardwood,1,1,12,10474,20012.0,38.99159026,-77.04194616,Ward 4,NW,2007,1,965000.0,Middle
2,1,Warm Cool,Y,1,9,3,2014,No Remodeling,2015,1254.0,1,2 Story,Row Inside,Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,11,1526,20020.0,38.84751718,-76.98205401,Ward 8,SE,2014,11,279900.0,Lower
2,1,Hot Water Rad,,2,8,4,1920,No Remodeling,1967,2344.0,1,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,2,0,24,1476,20003.0,38.88394991,-76.98335888,Ward 6,SE,2018,6,814000.0,Middle
2,0,Forced Air,Y,1,6,3,1900,>2000,1964,1056.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1075,20002.0,38.9017009,-77.00228125,Ward 6,NE,2012,1,399000.0,Lower
3,1,Warm Cool,Y,1,9,4,1975,>2000,1988,2208.0,1,2 Story,Semi-Detached,Very Good,Average,Common Brick,Built Up,Hardwood,1,2,13,3001,20016.0,38.92959034,-77.07556649,Ward 3,NW,2003,4,852500.0,Middle
2,1,Hot Water Rad,Y,1,9,3,1908,No Remodeling,1972,1548.0,1,2.5 Story Fin,Single,Very Good,Very Good,Wood Siding,Shake,Hardwood,1,1,12,7649,20015.0,38.96688133,-77.07437852,Ward 3,NW,1995,3,340000.0,Lower
1,1,Wall Furnace,N,1,7,3,1907,>2000,1964,1100.0,1,2 Story,Single,Average,Good,Wood Siding,Metal- Sms,Hardwood,1,1,12,1805,20003.0,38.88151005,-76.99666265,Ward 6,SE,2013,12,650000.0,Middle
1,0,Warm Cool,Y,1,6,3,1926,No Remodeling,1957,1548.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1620,20018.0,38.93447565,-76.97996838,Ward 5,NE,2013,1,365800.0,Lower
4,1,Hot Water Rad,N,1,10,5,1948,No Remodeling,1973,2255.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,5400,20012.0,38.98917837,-77.0366925,Ward 4,NW,2003,7,585000.0,Middle
2,1,Forced Air,Y,1,6,2,1898,No Remodeling,1967,2266.0,1,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood,1,3,11,1554,20002.0,38.89058554,-76.99134335,Ward 6,NE,2000,8,599000.0,Middle
3,1,Warm Cool,Y,1,6,3,1910,>2000,1980,1216.0,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1280,20002.0,38.8949602,-76.98672426,Ward 6,NE,2013,2,636450.0,Middle
2,0,Warm Cool,Y,2,9,3,1900,1971-2000,1954,1538.0,1,2 Story,Row Inside,Average,Average,Common Brick,Neopren,Hardwood,2,0,23,1018,20002.0,38.89527245,-76.98956307,Ward 6,NE,2009,4,420000.0,Lower
1,0,Hot Water Rad,N,1,6,3,1927,1971-2000,1961,1404.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1580,20002.0,38.90533592,-76.98586515,Ward 5,NE,2014,6,440000.0,Lower
1,0,Warm Cool,Y,1,5,3,1950,No Remodeling,1950,1221.0,1,1.5 Story Fin,Single,Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,5482,20011.0,38.96713953,-77.00522892,Ward 4,NE,1994,6,150000.0,Lower
4,0,Forced Air,Y,1,7,4,1912,>2000,1967,1562.0,1,2 Story,Single,Above Average,Good,Stucco,Comp Shingle,Hardwood,1,1,12,4988,20018.0,38.92751577,-76.97768584,Ward 5,NE,2014,4,527000.0,Lower
1,1,Hot Water Rad,N,1,7,2,1927,No Remodeling,1943,1440.0,1,2 Story,Row End,Average,Average,Brick/Stucco,Comp Shingle,Hardwood,1,1,11,2493,20011.0,38.95930801,-77.01865025,Ward 4,NW,2002,7,185000.0,Lower
5,1,Forced Air,Y,2,12,7,1900,>2000,1986,3200.0,1,3 Story,Row Inside,Good Quality,Good,Brick/Stone,Built Up,Hardwood,2,3,24,1800,20001.0,38.91597992,-77.02070766,Ward 1,NW,2013,3,930000.0,Middle
3,1,Ht Pump,Y,2,8,3,1979,>2000,1990,1995.0,1,3 Story,Row Inside,Average,Average,Brick/Stucco,Built Up,Wood Floor,2,2,24,1150,20003.0,38.87952924,-76.98281478,Ward 6,SE,2015,12,707000.0,Middle
2,2,Forced Air,Y,1,6,3,1950,>2000,1971,1592.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,3900,20011.0,38.96566514,-77.03596095,Ward 4,NW,2013,9,581621.0,Middle
2,1,Warm Cool,Y,2,8,3,1900,>2000,1967,1578.0,1,2 Story,Row Inside,Above Average,Good,Wood Siding,Metal- Sms,Hardwood,2,4,24,2117,20003.0,38.88727209,-76.99284285,Ward 6,SE,2004,6,851000.0,Middle
3,1,Forced Air,Y,1,6,3,2014,No Remodeling,2015,1440.0,1,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Built Up,Hardwood/Carp,1,0,11,1299,20019.0,38.90163532,-76.95032549,Ward 7,NE,2014,3,294210.0,Lower
1,0,Warm Cool,Y,1,6,3,1942,1971-2000,1943,1016.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1,0,13,3076,20032.0,38.82679701,-77.00959268,Ward 8,SW,2015,12,230000.0,Lower
2,1,Forced Air,Y,1,6,3,1924,>2000,1967,1234.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Comp Shingle,Hardwood,2,0,11,2574,20003.0,38.8873826,-76.98017029,Ward 6,SE,2016,7,785000.0,Middle
1,1,Hot Water Rad,N,1,5,3,1948,>2000,1958,1088.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,2244,20012.0,38.98163406,-77.02517595,Ward 4,NW,2006,5,378000.0,Lower
1,1,Warm Cool,Y,1,5,3,1954,No Remodeling,1969,1088.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,13,1638,20011.0,38.95487945,-76.99661664,Ward 5,NE,2003,12,211000.0,Lower
3,1,Hot Water Rad,Y,1,8,3,1925,1971-2000,1984,1902.0,1,2 Story,Semi-Detached,Very Good,Good,Common Brick,Slate,Hardwood,1,1,13,3636,20008.0,38.92978991,-77.05781406,Ward 3,NW,2009,4,1031000.0,Upper
2,0,Forced Air,N,1,6,3,1957,No Remodeling,1957,1024.0,1,2 Story,Row Inside,Average,Average,Wood Siding,Comp Shingle,Hardwood,1,0,11,3044,20020.0,38.86069807,-76.98477043,Ward 8,SE,2004,1,80000.0,Lower
1,1,Warm Cool,Y,1,7,3,1953,No Remodeling,1965,1088.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Carpet,1,0,13,2704,20017.0,38.94803009,-76.99616302,Ward 5,NE,2003,2,149900.0,Lower
2,0,Forced Air,Y,1,8,3,1923,>2000,1964,1048.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,916,20002.0,38.92210204,-77.00373306,Ward 5,NE,2012,6,322352.0,Lower
2,1,Forced Air,Y,1,6,3,1890,>2000,1954,1488.0,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Wood Floor,1,0,11,1576,20002.0,38.89521156,-76.99926605,Ward 6,NE,2014,6,795000.0,Middle
2,2,Hot Water Rad,Y,1,6,3,1932,>2000,1984,1627.0,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1840,20011.0,38.96563989,-77.03204259,Ward 4,NW,2018,5,710000.0,Middle
2,1,Hot Water Rad,N,2,13,4,1946,>2000,1960,1600.0,1,2 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,2,0,23,4729,20032.0,38.84517698,-76.98400459,Ward 8,SE,2013,6,170000.0,Lower
2,1,Hot Water Rad,N,1,7,3,1926,>2000,1967,1472.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2389,20002.0,38.89560399,-76.98805073,Ward 6,NE,2012,7,635000.0,Middle
2,0,Warm Cool,Y,1,7,3,1973,No Remodeling,1983,2211.0,1,3 Story,Row End,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,11,1922,20007.0,38.92237398,-77.0738315,Ward 3,NW,2009,9,913000.0,Middle
1,1,Forced Air,Y,1,6,3,1941,>2000,1964,1080.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,3465,20020.0,38.86110688,-76.98057705,Ward 8,SE,2016,3,288600.0,Lower
2,0,Warm Cool,Y,1,6,3,1936,1941-1970,1967,1518.0,1,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1,1,12,3400,20018.0,38.94197498,-76.97855543,Ward 5,NE,2018,2,620000.0,Middle
4,0,Hot Water Rad,N,4,12,6,1900,No Remodeling,1960,2811.0,1,3 Story,Row End,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,4,0,24,710,20001.0,38.91054108,-77.02637245,Ward 6,NW,2002,10,560000.0,Middle
2,1,Warm Cool,Y,1,6,3,1941,No Remodeling,1954,1350.0,1,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1,1,12,5030,20015.0,38.96803239,-77.06323054,Ward 4,NW,2002,8,575000.0,Middle
2,1,Hot Water Rad,Y,1,7,4,1916,>2000,1969,1990.0,1,2.5 Story Fin,Single,Good Quality,Good,Stucco,Comp Shingle,Hardwood,1,0,12,7500,20017.0,38.9334658,-76.98855463,Ward 5,NE,2005,5,580000.0,Middle
1,1,Hot Water Rad,N,1,7,3,1927,No Remodeling,1957,1316.0,1,2 Story,Row Inside,Above Average,Fair,Common Brick,Metal- Sms,Hardwood,1,0,11,1530,20020.0,38.8673544,-76.98490048,Ward 8,SE,1998,8,77024.0,Lower
1,1,Hot Water Rad,Y,1,6,3,1927,1971-2000,1969,1540.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1803,20010.0,38.93527057,-77.04224336,Ward 1,NW,2010,12,669500.0,Middle
2,2,Forced Air,Y,1,7,3,2018,No Remodeling,2018,1566.0,1,2 Story,Row End,Above Average,Excellent,Brick/Siding,Comp Shingle,Hardwood,1,0,11,2850,20020.0,38.85606213,-76.98190785,Ward 8,SE,2018,4,459900.0,Lower
1,0,Hot Water Rad,N,1,6,3,1910,No Remodeling,1943,1796.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2891,20011.0,38.95314477,-77.02641924,Ward 4,NW,2006,1,350000.0,Lower
1,1,Hot Water Rad,Y,1,6,3,1907,>2000,1980,1632.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1499,20001.0,38.91499641,-77.01040154,Ward 5,NW,2010,7,552000.0,Middle
1,1,Warm Cool,Y,1,5,2,1947,>2000,1967,832.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,13,2750,20032.0,38.82986451,-76.99993654,Ward 8,SE,2013,11,199000.0,Lower
1,0,Hot Water Rad,N,1,5,2,1925,No Remodeling,1943,1125.0,1,1 Story,Single,Average,Average,Stucco,Comp Shingle,Hardwood,1,1,12,5305,20011.0,38.96425221,-77.01395579999999,Ward 4,NW,2018,6,415000.0,Lower
1,1,Hot Water Rad,Y,1,3,2,1958,No Remodeling,1958,992.0,1,2 Story,Row End,Average,Average,Stucco,Built Up,Hardwood,1,0,11,1681,20001.0,38.91154286,-77.01967339,Ward 6,NW,2002,10,105000.0,Lower
3,1,Warm Cool,Y,1,6,3,1925,>2000,1967,1054.0,1,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,13,1409,20011.0,38.96512396,-77.0205514,Ward 4,NW,2011,4,324000.0,Lower
2,1,Warm Cool,Y,2,8,3,1890,1971-2000,1969,1268.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Hardwood,2,1,24,880,20002.0,38.90547362,-77.00022044,Ward 6,NE,2017,5,720000.0,Middle
3,1,Forced Air,Y,2,9,4,1924,>2000,1969,2278.0,1,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,2,24,1750,20001.0,38.91092851,-77.01144256,Ward 5,NW,2005,11,829900.0,Middle
2,0,Hot Water Rad,Y,1,8,4,1935,No Remodeling,1964,1860.0,1,2.5 Story Fin,Single,Good Quality,Average,Common Brick,Slate,Hardwood,1,1,12,6740,20011.0,38.94314752,-77.04043458,Ward 4,NW,2017,1,650000.0,Middle
2,0,Hot Water Rad,Y,1,5,2,1925,>2000,1969,1311.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1700,20007.0,38.9174676,-77.07267297,Ward 3,NW,2017,3,820000.0,Middle
1,0,Hot Water Rad,N,1,6,2,1926,No Remodeling,1943,1384.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,2487,20011.0,38.9522551,-77.02067817,Ward 4,NW,2005,11,418000.0,Lower
2,1,Hot Water Rad,N,1,8,2,1938,>2000,1969,1040.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,806,20007.0,38.91883872,-77.0727386,Ward 3,NW,2012,4,645000.0,Middle
3,2,Warm Cool,Y,1,7,3,1984,No Remodeling,1999,1998.0,1,3 Story,Row Inside,Superior,Average,Common Brick,Comp Shingle,Hardwood,1,1,11,898,20016.0,38.93520212,-77.08591569,Ward 3,NW,2007,3,830000.0,Middle
2,1,Forced Air,Y,1,6,3,2011,No Remodeling,2013,1168.0,1,2 Story,Single,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,2513,20019.0,38.89816777,-76.93815525,Ward 7,NE,2011,8,237000.0,Lower
2,1,Forced Air,Y,1,7,3,2004,>2000,2007,1292.0,1,2 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,4453,20032.0,38.84186461,-76.99594331,Ward 8,SE,2006,9,399999.0,Lower
4,1,Ht Pump,Y,2,10,5,1900,>2000,1967,1537.0,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,2,2,24,6475,20001.0,38.91539872,-77.0153659,Ward 1,NW,2012,7,970000.0,Middle
3,1,Forced Air,Y,1,7,3,2013,No Remodeling,2015,1584.0,1,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,918,20011.0,38.9631446,-77.00609009,Ward 4,NE,2016,6,600000.0,Middle
1,0,Hot Water Rad,N,1,5,2,1912,>2000,1964,1200.0,1,2 Story,Row End,Average,Good,Common Brick,Neopren,Hardwood,1,1,11,1393,20003.0,38.88695639,-76.98885923,Ward 6,SE,2012,2,600000.0,Middle
1,1,Hot Water Rad,N,1,8,4,1926,No Remodeling,1943,1232.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1344,20002.0,38.92079935,-77.00375225,Ward 5,NE,2007,3,289000.0,Lower
2,2,Warm Cool,Y,1,7,3,2016,No Remodeling,2017,2032.0,1,3 Story,Row Inside,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,0,11,1692,20020.0,38.85542939,-76.98198681,Ward 8,SE,2017,3,426000.0,Lower
3,1,Hot Water Rad,Y,2,9,4,1900,>2000,1964,1726.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,3,24,1440,20003.0,38.88569083,-76.99130407,Ward 6,SE,2018,6,1235000.0,Upper
3,1,Warm Cool,Y,1,10,4,1942,>2000,1969,3146.0,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,2,12,9000,20008.0,38.95051422,-77.07119644,Ward 3,NW,2012,8,975000.0,Middle
2,2,Forced Air,Y,1,6,3,2010,No Remodeling,2013,1644.0,1,2 Story,Town End,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,11,2340,20017.0,38.9497983,-77.00011144,Ward 5,NE,2017,2,520000.0,Lower
2,0,Hot Water Rad,N,1,8,4,1920,1971-2000,1954,2640.0,1,2 Story,Row Inside,Very Good,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,3000,20009.0,38.9180047,-77.04343294,Ward 1,NW,1993,12,380000.0,Lower
1,0,Forced Air,Y,1,8,3,1941,>2000,1954,1629.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,2708,20019.0,38.90322454,-76.92899003,Ward 7,NE,2016,3,229000.0,Lower
2,0,Hot Water Rad,Y,1,6,3,1930,>2000,1967,1568.0,1,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,3465,20017.0,38.94045876,-76.98687232,Ward 5,NE,2010,2,400000.0,Lower
3,1,Forced Air,Y,1,7,4,2014,No Remodeling,2015,1400.0,1,2 Story,Single,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,12,4000,20019.0,38.88483018,-76.92581905,Ward 7,SE,2014,3,298000.0,Lower
1,0,Forced Air,N,1,5,2,1908,1971-2000,1954,960.0,1,2 Story,Single,Average,Average,Brick/Siding,Built Up,Wood Floor,1,0,12,3500,20019.0,38.89618867,-76.91801944,Ward 7,NE,2001,12,99500.0,Lower
1,1,Hot Water Rad,N,1,6,3,1925,>2000,1967,1054.0,1,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,13,1409,20011.0,38.9656708,-77.02085629,Ward 4,NW,2017,1,437500.0,Lower
2,0,Hot Water Rad,N,1,7,3,1923,No Remodeling,1960,1670.0,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,2816,20011.0,38.94206859,-77.03545073,Ward 4,NW,1998,1,137950.0,Lower
3,0,Forced Air,Y,1,6,3,1945,1971-2000,1959,1478.0,1,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,3825,20016.0,38.94810382,-77.08551352,Ward 3,NW,2005,9,799000.0,Middle
1,1,Forced Air,Y,1,6,3,1910,1971-2000,1967,1136.0,1,2 Story,Single,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,12,1997,20018.0,38.9271382,-76.97243356,Ward 5,NE,2003,7,228000.0,Lower
2,1,Warm Cool,Y,1,7,3,1940,>2000,1969,1836.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7632,20015.0,38.9730471,-77.06203818,Ward 4,NW,2017,4,1000000.0,Middle
1,1,Hot Water Rad,N,1,7,2,1925,No Remodeling,1954,1014.0,1,1 Story,Single,Average,Average,Wood Siding,Comp Shingle,Hardwood,1,1,12,6050,20012.0,38.9725573,-77.01775868,Ward 4,NW,1997,2,120000.0,Lower
1,0,Forced Air,N,1,6,2,1945,No Remodeling,1945,872.0,1,2 Story,Semi-Detached,Average,Fair,Common Brick,Built Up,Hardwood,1,0,13,2383,20019.0,38.89193471,-76.92233054,Ward 7,NE,2006,1,180000.0,Lower
1,0,Warm Cool,Y,1,6,3,1994,No Remodeling,1997,1161.0,1,1 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Carpet,1,0,12,5000,20019.0,38.89932218,-76.93197197,Ward 7,NE,1995,2,87300.0,Lower
3,1,Forced Air,Y,1,10,3,1965,1971-2000,1986,1904.0,1,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,5040,20016.0,38.92972069,-77.1008697,Ward 3,NW,2007,7,985000.0,Middle
3,1,Forced Air,Y,1,6,3,1960,No Remodeling,1971,1678.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,1,11,1020,20001.0,38.91717938,-77.01408589,Ward 5,NW,1998,1,123000.0,Lower
3,0,Hot Water Rad,N,3,3,3,1901,No Remodeling,1957,1514.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,3,1,23,2244,20002.0,38.90337586,-76.99106546,Ward 5,NE,2007,8,450000.0,Lower
1,1,Hot Water Rad,N,1,8,4,1931,No Remodeling,1954,1544.0,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1780,20011.0,38.95472187,-77.01578268,Ward 4,NW,2015,11,524900.0,Lower
2,1,Warm Cool,Y,1,10,4,1953,No Remodeling,1956,1446.0,1,1 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,12,8959,20011.0,38.94802443,-77.03826328,Ward 4,NW,2002,6,460000.0,Lower
3,1,Hot Water Rad,Y,2,11,5,1890,1971-2000,1969,2045.0,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,11,2749,20003.0,38.88522777,-77.00456295,Ward 6,SE,1997,5,360000.0,Lower
2,0,Hot Water Rad,N,1,6,3,1925,>2000,1961,1568.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1,0,11,2362,20002.0,38.89799515,-76.98790346,Ward 6,NE,2010,12,515000.0,Lower
4,1,Forced Air,Y,1,12,5,1922,>2000,1986,2291.0,1,2.5 Story Fin,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,5,11,2363,20010.0,38.92950595,-77.04079267,Ward 1,NW,2012,7,1152000.0,Upper
1,0,Forced Air,N,1,5,2,1950,No Remodeling,1960,884.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,13,2338,20019.0,38.8850823,-76.94293008,Ward 7,SE,1997,7,91500.0,Lower
3,1,Forced Air,Y,1,10,4,1890,>2000,1982,1954.0,1,3 Story,Row Inside,Good Quality,Very Good,Brick/Stone,Metal- Sms,Hardwood,1,0,11,825,20002.0,38.89753409,-77.00181563,Ward 6,NE,2018,2,1140000.0,Upper
3,1,Forced Air,Y,1,9,3,1925,>2000,1964,1112.0,1,2 Story,Row End,Average,Very Good,Brick/Siding,Metal- Sms,Hardwood,1,0,11,963,20002.0,38.92254404,-77.0018474,Ward 5,NE,2016,4,679000.0,Middle
3,1,Forced Air,Y,1,9,4,1923,>2000,1982,2496.0,1,2 Story,Single,Good Quality,Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,12,5574,20011.0,38.95431931,-77.03203115,Ward 4,NW,2005,4,795000.0,Middle
1,1,Forced Air,Y,1,7,4,1952,No Remodeling,1962,1634.0,1,2 Story,Row End,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,11,3929,20011.0,38.95940122,-77.02089923,Ward 4,NW,2004,4,249900.0,Lower
2,1,Hot Water Rad,N,1,6,4,1910,No Remodeling,1960,1836.0,1,2 Story,Single,Above Average,Average,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,1,12,8250,20018.0,38.92474546,-76.97508458,Ward 5,NE,2018,5,610000.0,Middle
4,1,Forced Air,Y,1,15,5,1922,>2000,1969,2523.0,1,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,12,2720,20003.0,38.88952091,-76.98240284,Ward 6,SE,2014,2,1200000.0,Upper
2,0,Hot Water Rad,Y,1,8,3,1890,>2000,1969,1740.0,1,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,975,20002.0,38.89751383,-76.99925438,Ward 6,NE,2005,5,610000.0,Middle
3,1,Hot Water Rad,Y,2,7,3,1910,>2000,1980,1575.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,0,24,2386,20009.0,38.92551828,-77.03061969,Ward 1,NW,2015,6,920000.0,Middle
3,1,Forced Air,Y,2,11,4,1908,>2000,1969,2248.0,1,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1477,20003.0,38.8895159,-76.99289553,Ward 6,SE,2015,4,1300000.0,Upper
3,1,Forced Air,Y,1,8,3,1915,>2000,1980,1608.0,1,2 Story,Row End,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1700,20011.0,38.94112252,-77.01938995,Ward 4,NW,2014,7,784000.0,Middle
3,1,Forced Air,Y,1,7,3,2015,No Remodeling,2016,1584.0,1,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,11,1353,20011.0,38.96418711,-77.00440924,Ward 4,NE,2016,1,671619.0,Middle
1,1,Hot Water Rad,N,1,6,3,1917,No Remodeling,1957,1452.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1470,20010.0,38.93689615,-77.01965398,Ward 1,NW,2014,5,605000.0,Middle
